date, pm25, pm10, o3, no2,region
2019/5/3, 46, 7, 32, 9,hauts-de-france
2019/5/4, 10, 12, 35, 7,hauts-de-france
2019/5/5, 18, 18, 27, 14,hauts-de-france
2019/5/6, 39, 22, 35, 16,hauts-de-france
2019/5/7, 42, 10, 34, 6,hauts-de-france
2019/5/8, 19, 11, 34, 9,hauts-de-france
2019/5/9, 19, 17, 34, 13,hauts-de-france
2019/5/10, 24, 20, 38, 11,hauts-de-france
2019/5/13, 29, 17, 35, 12,hauts-de-france
2019/5/14, 37, 24, 38, 18,hauts-de-france
2019/5/15, 55, 18, 39, 18,hauts-de-france
2019/5/16, 50, 27, 21, 19,hauts-de-france
2019/5/17, 75, 33, 34, 17,hauts-de-france
2019/5/18, 90, 31, 29, 13,hauts-de-france
2019/5/19, 86, 20, 34, 13,hauts-de-france
2019/5/20, 53, 19, 36, 13,hauts-de-france
2019/5/21, 54, 25, 36, 21,hauts-de-france
2019/5/22, 58, 18, 41, 21,hauts-de-france
2019/5/23, 40, 18, 38, 14,hauts-de-france
2019/5/24, 47, 22, 33, 13,hauts-de-france
2019/5/25, 58, 15, 19, 5,hauts-de-france
2019/5/26, 41, 12, 29, 6,hauts-de-france
2019/5/27, 19, 11, 28, 9,hauts-de-france
2019/5/28, 17, 17, 31, 12,hauts-de-france
2019/5/29, 37, 7, 22, 3,hauts-de-france
2019/5/30, 9, 10, 25, 9,hauts-de-france
2019/5/31, 16, 15, 39, 15,hauts-de-france
2019/6/1, 40, 16, 42, 6,hauts-de-france
2019/6/2, 26, 14, 26, 5,hauts-de-france
2019/6/3, 14, 19, 26, 16,hauts-de-france
2019/6/4, 35, 10, 26, 10,hauts-de-france
2019/6/5, 18, 10, 30, 10,hauts-de-france
2019/6/6, 17, 11, 32, 11,hauts-de-france
2019/6/7, 12, 9, 28, 2,hauts-de-france
2019/6/8, 7, 12, 29, 12,hauts-de-france
2019/6/9, 22, 18, 27, 13,hauts-de-france
2019/6/10, 48, 11, 31, 13,hauts-de-france
2019/6/11, 19, , 23, 17,hauts-de-france
2019/6/12, 30, , 21, 7,hauts-de-france
2019/6/13, 6, , 34, 12,hauts-de-france
2019/6/14, 18, , 33, 8,hauts-de-france
2019/6/15, 26, , 21, 6,hauts-de-france
2019/6/16, 10, 13, 27, 12,hauts-de-france
2019/6/17, 30, 18, 42, 21,hauts-de-france
2019/6/18, 41, 18, 27, 16,hauts-de-france
2019/6/19, 46, 14, 29, 6,hauts-de-france
2019/6/20, 23, 10, 31, 9,hauts-de-france
2019/6/21, 9, 18, 44, 13,hauts-de-france
2019/6/22, 43, 20, 44, 14,hauts-de-france
2019/6/23, 51, 19, 38, 14,hauts-de-france
2019/6/24, 38, 41, 50, 15,hauts-de-france
2019/6/25, 87, 30, 42, 10,hauts-de-france
2019/6/26, 65, 20, 40, 12,hauts-de-france
2019/6/27, 31, 16, 15, 9,hauts-de-france
2019/6/28, 24, 17, 56, 21,hauts-de-france
2019/6/29, 36, 19, 35, 5,hauts-de-france
2019/6/30, 31, 14, 31, 7,hauts-de-france
2019/1/1, 39, 17, 25, 16,hauts-de-france
2019/1/2, 28, 18, 20, 21,hauts-de-france
2019/1/3, 38, 23, 13, 18,hauts-de-france
2019/1/4, 59, 22, 14, 11,hauts-de-france
2019/1/5, 59, 29, 11, 16,hauts-de-france
2019/1/6, 74, 23, 18, 13,hauts-de-france
2019/1/7, 58, 14, 24, 7,hauts-de-france
2019/1/8, 20, 14, 27, 15,hauts-de-france
2019/1/9, 21, 24, 9, 27,hauts-de-france
2019/1/10, 53, 18, 14, 20,hauts-de-france
2019/1/11, 50, 15, 16, 12,hauts-de-france
2019/1/12, 43, 11, 20, 5,hauts-de-france
2019/1/13, 23, 14, 23, 11,hauts-de-france
2019/1/14, 24, 18, 14, 16,hauts-de-france
2019/1/15, 40, 15, 18, 9,hauts-de-france
2019/1/16, 38, 10, 20, 11,hauts-de-france
2019/1/17, 19, 24, 12, 25,hauts-de-france
2019/1/18, 51, 20, 17, 22,hauts-de-france
2019/1/19, 60, 37, 9, 21,hauts-de-france
2019/1/20, 89, 51, 2, 34,hauts-de-france
2019/1/21, 114, 39, 5, 19,hauts-de-france
2019/1/22, 102, 27, 15, 20,hauts-de-france
2019/1/23, 73, 48, 4, 29,hauts-de-france
2019/1/24, 120, 37, 3, 25,hauts-de-france
2019/1/25, 100, 12, 21, 13,hauts-de-france
2019/1/26, 35, 7, 24, 6,hauts-de-france
2019/1/27, 12, 12, 21, 9,hauts-de-france
2019/1/28, 19, 19, 15, 18,hauts-de-france
2019/1/29, 43, 17, 15, 17,hauts-de-france
2019/1/30, 49, 14, 18, 21,hauts-de-france
2019/1/31, 46, 28, 16, 28,hauts-de-france
2019/2/1, 63, 25, 17, 16,hauts-de-france
2019/2/2, 59, 13, 19, 12,hauts-de-france
2019/2/3, 28, 14, 13, 14,hauts-de-france
2019/2/4, 39, 16, 14, 14,hauts-de-france
2019/2/5, 51, 18, 11, 14,hauts-de-france
2019/2/6, 55, 14, 24, 7,hauts-de-france
2019/2/7, 26, 10, 22, 6,hauts-de-france
2019/2/8, 19, 14, 28, 4,hauts-de-france
2019/2/9, 22, 6, 26, 4,hauts-de-france
2019/2/10, 14, 15, 20, 18,hauts-de-france
2019/2/11, 32, 28, 14, 20,hauts-de-france
2019/2/12, 60, 28, 16, 19,hauts-de-france
2019/2/13, 69, 36, 11, 26,hauts-de-france
2019/2/14, 82, 33, 13, 24,hauts-de-france
2019/2/15, 75, 37, 15, 21,hauts-de-france
2019/2/16, 92, 32, 20, 14,hauts-de-france
2019/2/17, 76, 34, 19, 18,hauts-de-france
2019/2/18, 66, 21, 25, 10,hauts-de-france
2019/2/19, 34, 27, 15, 18,hauts-de-france
2019/2/20, 61, 33, 21, 16,hauts-de-france
2019/2/21, 77, 27, 15, 18,hauts-de-france
2019/2/22, 71, 28, 18, 21,hauts-de-france
2019/2/23, 75, 26, 22, 29,hauts-de-france
2019/2/24, 71, 41, 1, 37,hauts-de-france
2019/2/25, 81, 44, , 35,hauts-de-france
2019/2/26, 80, 43, 19, 24,hauts-de-france
2019/2/27, 89, 34, 27, 16,hauts-de-france
2019/2/28, 83, 30, 23, 15,hauts-de-france
2019/3/1, 66, 21, 22, 10,hauts-de-france
2019/3/2, 46, 13, 24, 4,hauts-de-france
2019/3/3, 22, 9, 29, 6,hauts-de-france
2019/3/4, 9, 9, 27, 8,hauts-de-france
2019/3/5, 11, 11, 19, 10,hauts-de-france
2019/3/6, 25, 10, 28, 6,hauts-de-france
2019/3/7, 17, 12, 25, 9,hauts-de-france
2019/3/8, 16, 21, 29, 4,hauts-de-france
2019/3/9, 31, 16, 31, 3,hauts-de-france
2019/3/10, 24, 14, 28, 8,hauts-de-france
2019/3/11, 14, 16, 25, 7,hauts-de-france
2019/3/12, 24, 16, 26, 6,hauts-de-france
2019/3/13, 22, 12, 26, 8,hauts-de-france
2019/3/14, 21, 16, 22, 4,hauts-de-france
2019/3/15, 26, 9, 24, 4,hauts-de-france
2019/3/16, 13, 8, 29, 3,hauts-de-france
2019/3/17, 7, 16, 15, 18,hauts-de-france
2019/3/18, 24, 24, 19, 24,hauts-de-france
2019/3/22, 100, 34, 24, 13,hauts-de-france
2019/3/23, 78, 19, 29, 12,hauts-de-france
2019/3/24, 36, 18, 20, 11,hauts-de-france
2019/3/25, 34, , , ,hauts-de-france
2019/3/28, 73, 33, 27, 26,hauts-de-france
2019/3/29, 79, 41, 36, 21,hauts-de-france
2019/3/30, 95, 41, 30, 14,hauts-de-france
2019/3/31, 99, 25, 25, 18,hauts-de-france
2018/10/1, 20, 11, 15, 10,hauts-de-france
2018/10/2, 21, 14, 17, 13,hauts-de-france
2018/10/3, 28, 19, 18, 18,hauts-de-france
2018/10/4, 44, 25, 23, 24,hauts-de-france
2018/10/5, 56, 26, 24, 14,hauts-de-france
2018/10/6, 60, 11, 23, 10,hauts-de-france
2018/10/7, 21, 23, 18, 24,hauts-de-france
2018/10/8, 49, 29, 18, 29,hauts-de-france
2018/10/9, 66, 35, 21, 26,hauts-de-france
2018/10/10, 84, 10, 24, 11,hauts-de-france
2018/10/11, 25, 12, 19, 10,hauts-de-france
2018/10/12, 25, 13, 24, 11,hauts-de-france
2018/10/13, 35, 13, 27, 14,hauts-de-france
2018/10/14, 37, 21, 27, 20,hauts-de-france
2018/10/15, 49, 33, 25, 29,hauts-de-france
2018/10/16, 64, 23, 17, 18,hauts-de-france
2018/10/17, 54, 22, 13, 19,hauts-de-france
2018/10/18, 52, 24, 12, 21,hauts-de-france
2018/10/19, 54, 27, 17, 26,hauts-de-france
2018/10/20, 72, 40, 13, 27,hauts-de-france
2018/10/21, 99, 22, 22, 15,hauts-de-france
2018/10/22, 39, 18, 16, 16,hauts-de-france
2018/10/23, 32, 19, 10, 15,hauts-de-france
2018/10/24, 37, 21, 16, 17,hauts-de-france
2018/10/25, 50, 14, 18, 13,hauts-de-france
2018/10/26, 29, 8, 17, 16,hauts-de-france
2018/10/27, 19, 12, 22, 11,hauts-de-france
2018/10/28, 29, 17, 12, 13,hauts-de-france
2018/10/29, 48, 8, 9, 13,hauts-de-france
2018/10/30, 27, 15, 14, 17,hauts-de-france
2018/10/31, 38, 10, 14, 10,hauts-de-france
2018/11/1, 25, 17, 16, 22,hauts-de-france
2018/11/2, 37, 23, 14, 27,hauts-de-france
2018/11/3, 64, 30, 13, 21,hauts-de-france
2018/11/4, 85, 34, 6, 19,hauts-de-france
2018/11/5, 87, 16, 17, 16,hauts-de-france
2018/11/6, 43, 8, 17, 11,hauts-de-france
2018/11/7, 12, 13, 14, 17,hauts-de-france
2018/11/8, 30, 17, 10, 19,hauts-de-france
2018/11/9, 45, 10, 17, 4,hauts-de-france
2018/11/10, 20, 7, 19, 5,hauts-de-france
2018/11/11, 11, 11, 8, 18,hauts-de-france
2018/11/12, 21, 13, 14, 14,hauts-de-france
2018/11/13, 25, 17, 11, 15,hauts-de-france
2018/11/14, 40, 20, 7, 14,hauts-de-france
2018/11/15, 2, 16, 6, 10,hauts-de-france
2018/11/16, 40, 23, 9, 9,hauts-de-france
2018/11/17, 66, 22, 11, 11,hauts-de-france
2018/11/18, 65, 15, 11, 12,hauts-de-france
2018/11/19, 45, 20, 12, 12,hauts-de-france
2018/11/20, 58, 36, 8, 18,hauts-de-france
2018/11/21, 91, 41, 1, 20,hauts-de-france
2018/11/22, 99, 40, 2, 23,hauts-de-france
2018/11/23, 102, 24, , 20,hauts-de-france
2018/11/24, 73, 23, 3, 12,hauts-de-france
2018/11/25, 69, 25, , 15,hauts-de-france
2018/11/26, 71, 31, 5, 17,hauts-de-france
2018/11/27, 86, 9, 13, 12,hauts-de-france
2018/11/28, 31, 10, 14, 11,hauts-de-france
2018/11/29, 26, 11, 17, 12,hauts-de-france
2018/11/30, 25, 11, 14, 9,hauts-de-france
2018/12/1, 27, 6, 19, 5,hauts-de-france
2018/12/2, 11, 13, 21, 7,hauts-de-france
2018/12/3, 23, 15, 10, 24,hauts-de-france
2018/12/4, 46, 16, 6, 15,hauts-de-france
2018/12/5, 45, 12, 17, 15,hauts-de-france
2018/12/6, 24, 8, 19, 9,hauts-de-france
2018/12/7, 16, 12, 24, 7,hauts-de-france
2018/12/8, 21, 11, 25, 7,hauts-de-france
2018/12/9, 22, 10, 14, 17,hauts-de-france
2018/12/10, 22, 30, 4, 27,hauts-de-france
2018/12/11, 70, 33, 2, 21,hauts-de-france
2018/12/12, 80, 17, 5, 16,hauts-de-france
2018/12/13, 59, 25, 1, 23,hauts-de-france
2018/12/14, 80, 23, 12, 17,hauts-de-france
2018/12/15, 72, 64, 10, 9,hauts-de-france
2018/12/16, 52, 14, 13, 15,hauts-de-france
2018/12/17, 36, 14, 15, 14,hauts-de-france
2018/12/18, 43, 11, 12, 12,hauts-de-france
2018/12/19, 25, 10, 17, 10,hauts-de-france
2018/12/20, 26, 15, 22, 6,hauts-de-france
2018/12/21, 28, 17, 23, 8,hauts-de-france
2018/12/22, 31, 11, 16, 7,hauts-de-france
2018/12/23, 25, 6, 12, 23,hauts-de-france
2018/12/24, 41, , 7, 19,hauts-de-france
2018/12/25, 74, 30, 3, 22,hauts-de-france
2018/12/26, 79, 29, 2, 18,hauts-de-france
2018/12/27, 77, 46, , 18,hauts-de-france
2018/12/28, 120, 29, 11, 15,hauts-de-france
