date, pm25, pm10, o3, no2,region
2020/5/19, 39, 13, 39, 5,normandie
2020/5/20, 39, 13, 41, 4,normandie
2020/5/21, 37, 14, 30, 4,normandie
2020/5/22, 37, 18, 29, 1,normandie
2020/5/23, 33, 16, 31, 1,normandie
2020/5/24, 29, 14, 35, 3,normandie
2020/5/25, 35, 17, 39, 6,normandie
2020/5/26, 45, 17, 41, 6,normandie
2020/5/27, 42, 18, 35, 4,normandie
2020/5/28, 38, 22, 42, 5,normandie
2020/5/29, 41, 20, 50, 5,normandie
2020/5/30, 44, 17, 43, 3,normandie
2020/5/31, 40, 17, 49, 3,normandie
2020/4/1, 54, 14, 34, 6,normandie
2020/4/2, 37, 15, 30, 3,normandie
2020/4/3, 32, 14, 36, 5,normandie
2020/4/4, 41, 12, 38, 2,normandie
2020/4/5, 29, 12, 35, 2,normandie
2020/4/6, 32, 18, 35, 5,normandie
2020/4/7, 33, 29, 42, 8,normandie
2020/4/8, 64, 42, 55, 6,normandie
2020/4/9, 99, 36, 46, 7,normandie
2020/4/10, 84, 25, 49, 5,normandie
2020/4/11, 61, 25, 49, 4,normandie
2020/4/12, 65, 30, 37, 3,normandie
2020/4/13, 54, 20, 37, 3,normandie
2020/4/14, 36, 18, 39, 5,normandie
2020/4/15, 46, 16, 31, 6,normandie
2020/4/16, 41, 57, 27, 6,normandie
2020/4/17, 83, 26, 33, 3,normandie
2020/4/18, 60, 36, 36, 4,normandie
2020/4/19, 75, 34, 31, 6,normandie
2020/4/20, 66, 28, 34, 5,normandie
2020/4/21, 49, 38, 39, 8,normandie
2020/4/22, 62, 43, 48, 8,normandie
2020/4/23, 80, 40, 42, 6,normandie
2020/4/24, 89, 34, 34, 5,normandie
2020/4/25, 82, 20, 37, 2,normandie
2020/4/26, 52, 15, 30, 6,normandie
2020/4/27, 45, 8, 33, 2,normandie
2020/4/28, 26, 9, 29, 1,normandie
2020/4/29, 23, 9, 31, 1,normandie
2020/4/30, 16, 8, 33, 1,normandie
2020/3/1, 24, 8, 31, 6,normandie
2020/3/2, 19, 14, 26, 11,normandie
2020/3/3, 30, 12, 25, 5,normandie
2020/3/4, 25, 11, 27, 5,normandie
2020/3/5, 25, 16, 28, 9,normandie
2020/3/6, 36, 14, 26, 5,normandie
2020/3/7, 31, 12, 32, 1,normandie
2020/3/8, 21, 18, 29, 5,normandie
2020/3/9, 33, 3, 27, 2,normandie
2020/3/10, 10, 8, 29, 1,normandie
2020/3/11, 16, 15, 32, 2,normandie
2020/3/12, 25, 18, 28, 5,normandie
2020/3/13, 29, 10, 29, 4,normandie
2020/3/14, 23, 10, 31, 1,normandie
2020/3/15, 26, 11, 26, 7,normandie
2020/3/16, 25, 15, 31, 8,normandie
2020/3/17, 40, 16, 31, 6,normandie
2020/3/18, 50, 20, 28, 7,normandie
2020/3/19, 53, 25, 19, 5,normandie
2020/3/20, 67, 12, 23, 2,normandie
2020/3/21, 44, 10, 24, 3,normandie
2020/3/22, 36, 12, 29, 3,normandie
2020/3/23, 35, 16, 33, 5,normandie
2020/3/24, 52, 23, 33, 5,normandie
2020/3/25, 60, 31, 38, 6,normandie
2020/3/26, 70, 43, 41, 6,normandie
2020/3/27, 87, 51, 39, 3,normandie
2020/3/28, 92, 23, 35, 1,normandie
2020/3/29, 32, 16, 35, 2,normandie
2020/3/30, 25, 13, 34, 3,normandie
2020/3/31, 32, 22, 36, 5,normandie
2020/2/1, 21, 6, 26, 2,normandie
2020/2/2, 23, 9, 30, 5,normandie
2020/2/3, 20, 16, 30, 5,normandie
2020/2/4, 21, 18, 25, 11,normandie
2020/2/5, 34, 18, 19, 14,normandie
2020/2/6, 55, 20, 18, 10,normandie
2020/2/7, 56, 16, 22, 7,normandie
2020/2/8, 41, 9, 31, 1,normandie
2020/2/9, 20, 25, 32, 3,normandie
2020/2/10, 49, 12, 30, 5,normandie
2020/2/11, 24, 11, 29, 6,normandie
2020/2/12, 25, 16, 31, 3,normandie
2020/2/13, 33, 26, 29, 5,normandie
2020/2/14, 42, 12, 26, 1,normandie
2020/2/15, 30, 4, 31, 1,normandie
2020/2/16, 14, 13, 31, 2,normandie
2020/2/17, 29, 11, 29, 3,normandie
2020/2/18, 21, 14, 29, 6,normandie
2020/2/19, 31, 9, 31, 4,normandie
2020/2/20, 20, 14, 27, 5,normandie
2020/2/21, 25, 11, 27, 2,normandie
2020/2/22, 24, 2, 26, 1,normandie
2020/2/23, 13, 4, 23, 1,normandie
2020/2/24, 12, 8, 32, 4,normandie
2020/2/25, 16, 12, 31, 5,normandie
2020/2/26, 24, 9, 30, 4,normandie
2020/2/27, 23, 15, 24, 5,normandie
2020/2/28, 34, 23, 32, 2,normandie
2020/2/29, 43, 12, 31, 2,normandie
2020/1/1, 55, 9, 21, 7,normandie
2020/1/2, 32, 10, 27, 4,normandie
2020/1/3, 27, 13, 20, 12,normandie
2020/1/4, 33, 5, 23, 4,normandie
2020/1/5, 21, 13, 16, 8,normandie
2020/1/6, 49, 10, 20, 6,normandie
2020/1/7, 25, 2, 23, 5,normandie
2020/1/8, 13, 1, 27, 3,normandie
2020/1/9, 10, 17, 27, 10,normandie
2020/1/10, 39, 13, 23, 5,normandie
2020/1/11, 37, 11, 28, 3,normandie
2020/1/12, 26, 9, 24, 5,normandie
2020/1/13, 22, 4, 29, 3,normandie
2020/1/14, 15, 10, 26, 7,normandie
